"ID";"AdmArea";"Month";"Year";"TotalAmount";"Suppliers";"global_id";
"403";"Южный административный округ";"Декабрь";"2018";"2228433620";"nested data";"920170113";
"404";"Юго-Западный административный округ";"Декабрь";"2018";"2066685188";"nested data";"920170179";
"405";"Западный административный округ";"Декабрь";"2018";"1711436294";"nested data";"920170285";
"406";"Северо-Западный административный округ";"Декабрь";"2018";"1228750067";"nested data";"920170364";
"407";"Зеленоградский административный округ";"Декабрь";"2018";"398673356";"nested data";"920170390";
"408";"Новомосковский административный округ";"Декабрь";"2018";"222857178";"nested data";"920170391";
"409";"Троицкий административный округ";"Декабрь";"2018";"89263910";"nested data";"920170392";
"410";"Центральный административный округ";"Ноябрь";"2017";"1248661932";"nested data";"920170766";
"411";"Северный административный округ";"Ноябрь";"2017";"1665855711";"nested data";"920170865";
"412";"Северо-Восточный административный округ";"Ноябрь";"2017";"1899191640";"nested data";"920170913";
"413";"Восточный административный округ";"Ноябрь";"2017";"2083021041";"nested data";"920170984";
"414";"Юго-Восточный административный округ";"Ноябрь";"2017";"1996510786";"nested data";"920171045";
"415";"Южный административный округ";"Ноябрь";"2017";"2228625581";"nested data";"920171063";
"416";"Юго-Западный административный округ";"Ноябрь";"2017";"2049736736";"nested data";"920171069";
"417";"Западный административный округ";"Ноябрь";"2017";"1690447740";"nested data";"920171070";
"418";"Северо-Западный административный округ";"Ноябрь";"2017";"1221060573";"nested data";"920171071";
"419";"Зеленоградский административный округ";"Ноябрь";"2017";"392745739";"nested data";"920171088";
"420";"Новомосковский административный округ";"Ноябрь";"2017";"217172886";"nested data";"920171120";
"421";"Троицкий административный округ";"Ноябрь";"2017";"84779580";"nested data";"920171143";
"422";"Центральный административный округ";"Октябрь";"2017";"1233226017";"nested data";"920180904";
"423";"Северный административный округ";"Октябрь";"2017";"1645372182";"nested data";"920180956";
"424";"Северо-Восточный административный округ";"Октябрь";"2017";"1880232302";"nested data";"920180999";
"425";"Восточный административный округ";"Октябрь";"2017";"2064157993";"nested data";"920181031";
"426";"Юго-Восточный административный округ";"Октябрь";"2017";"1977656028";"nested data";"920181099";
"427";"Южный административный округ";"Октябрь";"2017";"2198091250";"nested data";"920181130";
"428";"Юго-Западный административный округ";"Октябрь";"2017";"2023230405";"nested data";"920181159";
"429";"Западный административный округ";"Октябрь";"2017";"1669211003";"nested data";"920181183";
"430";"Северо-Западный административный округ";"Октябрь";"2017";"1215543979";"nested data";"920181226";
"431";"Зеленоградский административный округ";"Октябрь";"2017";"393035156";"nested data";"920181291";
"432";"Новомосковский административный округ";"Октябрь";"2017";"196158895";"nested data";"920181464";
"433";"Троицкий административный округ";"Октябрь";"2017";"72164546";"nested data";"920181492";
"434";"Центральный административный округ";"Август";"2017";"1205424733";"nested data";"920181564";
"435";"Северный административный округ";"Август";"2017";"1607047508";"nested data";"920181601";
"436";"Северо-Восточный административный округ";"Август";"2017";"1835790790";"nested data";"920181677";
"437";"Восточный административный округ";"Август";"2017";"2045619920";"nested data";"920181785";
"438";"Юго-Восточный административный округ";"Август";"2017";"1947130098";"nested data";"920181836";
"439";"Южный административный округ";"Август";"2017";"2149808763";"nested data";"920181837";
"440";"Юго-Западный административный округ";"Август";"2017";"1996716575";"nested data";"920181838";
"441";"Западный административный округ";"Август";"2017";"1629367936";"nested data";"920181839";
"442";"Северо-Западный административный округ";"Август";"2017";"1190715684";"nested data";"920181840";
"443";"Зеленоградский административный округ";"Август";"2017";"383138407";"nested data";"920181841";
"444";"Новомосковский административный округ";"Август";"2017";"173925379";"nested data";"920181842";
"445";"Троицкий административный округ";"Август";"2017";"66753026";"nested data";"920181843";
"446";"Центральный административный округ";"Апрель";"2018";"1242811612";"nested data";"920181845";
"447";"Северный административный округ";"Апрель";"2018";"1650462485";"nested data";"920181846";
"448";"Северо-Восточный административный округ";"Апрель";"2018";"1889892109";"nested data";"920181858";
"449";"Восточный административный округ";"Апрель";"2018";"2065005336";"nested data";"920181859";
"450";"Юго-Восточный административный округ";"Апрель";"2018";"1970034555";"nested data";"920181875";
"451";"Южный административный округ";"Апрель";"2018";"2212800937";"nested data";"920181876";
"452";"Юго-Западный административный округ";"Апрель";"2018";"2049846950";"nested data";"920181877";
"453";"Западный административный округ";"Апрель";"2018";"1662207285";"nested data";"920181878";
"454";"Северо-Западный административный округ";"Апрель";"2018";"1218166477";"nested data";"920181880";
"455";"Зеленоградский административный округ";"Апрель";"2018";"393904960";"nested data";"920181882";
"456";"Новомосковский административный округ";"Апрель";"2018";"237445057";"nested data";"920181883";
"457";"Троицкий административный округ";"Апрель";"2018";"97431933";"nested data";"920181889";
"458";"Центральный административный округ";"Декабрь";"2017";"1258380754";"nested data";"920181901";
"459";"Северный административный округ";"Декабрь";"2017";"1700823675";"nested data";"920181956";
"460";"Северо-Восточный административный округ";"Декабрь";"2017";"1948327433";"nested data";"920181986";
"461";"Восточный административный округ";"Декабрь";"2017";"2123730407";"nested data";"920182006";
"462";"Юго-Восточный административный округ";"Декабрь";"2017";"2021091901";"nested data";"920418859";
"463";"Южный административный округ";"Декабрь";"2017";"2246172239";"nested data";"920418861";
"464";"Юго-Западный административный округ";"Декабрь";"2017";"2073623746";"nested data";"920418862";
"465";"Западный административный округ";"Декабрь";"2017";"1718637220";"nested data";"920418863";
"466";"Северо-Западный административный округ";"Декабрь";"2017";"1243914254";"nested data";"920418864";
"467";"Зеленоградский административный округ";"Декабрь";"2017";"395068089";"nested data";"920418865";
"468";"Новомосковский административный округ";"Декабрь";"2017";"249684238";"nested data";"920418866";
"469";"Троицкий административный округ";"Декабрь";"2017";"107005796";"nested data";"920418867";
"470";"Центральный административный округ";"Август";"2018";"1237711634";"nested data";"920418868";
"471";"Северный административный округ";"Август";"2018";"1609269645";"nested data";"920418869";
"472";"Восточный административный округ";"Август";"2018";"2050241252";"nested data";"920418870";
"473";"Юго-Восточный административный округ";"Август";"2018";"1939833612";"nested data";"920418874";
"474";"Южный административный округ";"Август";"2018";"2135184979";"nested data";"920418903";
"475";"Юго-Западный административный округ";"Август";"2018";"1995368430";"nested data";"920418939";
"476";"Западный административный округ";"Август";"2018";"1620577547";"nested data";"920418943";
"477";"Северо-Западный административный округ";"Август";"2018";"1178489683";"nested data";"920419015";
"478";"Зеленоградский административный округ";"Август";"2018";"382319708";"nested data";"920419027";
"479";"Новомосковский административный округ";"Август";"2018";"196069938";"nested data";"920419028";
"480";"Троицкий административный округ";"Август";"2018";"66766129";"nested data";"920419029";
"481";"Центральный административный округ";"Январь";"2019";"1282372753";"nested data";"925621173";
"482";"Северный административный округ";"Январь";"2019";"1754330225";"nested data";"925621201";
"483";"Северо-Восточный административный округ";"Январь";"2019";"2025025354";"nested data";"925621223";
"484";"Восточный административный округ";"Январь";"2019";"2209794982";"nested data";"925621247";
"485";"Юго-Восточный административный округ";"Январь";"2019";"2079956737";"nested data";"925621279";
"486";"Южный административный округ";"Январь";"2019";"2330460636";"nested data";"925621316";
"487";"Юго-Западный административный округ";"Январь";"2019";"2165392976";"nested data";"925621335";
"488";"Западный административный округ";"Январь";"2019";"1769795876";"nested data";"925621353";
"489";"Северо-Западный административный округ";"Январь";"2019";"1281857832";"nested data";"925621379";
"490";"Зеленоградский административный округ";"Январь";"2019";"404899545";"nested data";"925624176";
"491";"Новомосковский административный округ";"Январь";"2019";"268358277";"nested data";"925624196";
"492";"Троицкий административный округ";"Январь";"2019";"119859972";"nested data";"925624212";
"493";"Центральный административный округ";"Апрель";"2019";"1376249632.96";"nested data";"925697446";
"494";"Северный административный округ";"Апрель";"2019";"1795355955";"nested data";"925697451";
"495";"Северо-Восточный административный округ";"Апрель";"2019";"2030271344.38";"nested data";"925699822";
"496";"Восточный административный округ";"Апрель";"2019";"2224982559.5";"nested data";"925699863";
"497";"Юго-Восточный административный округ";"Апрель";"2019";"2134734996.6";"nested data";"925699905";
"498";"Южный административный округ";"Апрель";"2019";"2340221255";"nested data";"925699946";
"499";"Юго-Западный административный округ";"Апрель";"2019";"2183332.97";"nested data";"925699973";
"500";"Западный административный округ";"Апрель";"2019";"1793491100";"nested data";"925699991";
"501";"Северо-Западный административный округ";"Апрель";"2019";"1291987893";"nested data";"925700011";
"502";"Зеленоградский административный округ";"Апрель";"2019";"408363903";"nested data";"925700031";
"503";"Новомосковский административный округ";"Апрель";"2019";"258064943";"nested data";"925700045";
"504";"Троицкий административный округ";"Апрель";"2019";"108931730";"nested data";"925700059";
"505";"Центральный административный округ";"Март";"2019";"1300946634";"nested data";"925702684";
"506";"Северный административный округ";"Март";"2019";"1779416884";"nested data";"925702702";
"507";"Северо-Восточный административный округ";"Март";"2019";"2058141687";"nested data";"925702722";
"508";"Восточный административный округ";"Март";"2019";"2233790768";"nested data";"925702803";
"509";"Юго-Восточный административный округ";"Март";"2019";"2120559260";"nested data";"925702822";
"510";"Южный административный округ";"Март";"2019";"2366923300";"nested data";"925702841";
"511";"Юго-Западный административный округ";"Март";"2019";"2213584916";"nested data";"925702941";
"512";"Западный административный округ";"Март";"2019";"1797015730";"nested data";"925702968";
"513";"Северо-Западный административный округ";"Март";"2019";"1303156245";"nested data";"925703143";
"514";"Зеленоградский административный округ";"Март";"2019";"414976185";"nested data";"925703169";
"515";"Новомосковский административный округ";"Март";"2019";"259695544";"nested data";"925703183";
"516";"Троицкий административный округ";"Март";"2019";"109957139";"nested data";"925703195";
"517";"Северо-Восточный административный округ";"Август";"2018";"1837228690";"nested data";"926244722";
"518";"Центральный административный округ";"Май";"2019";"1320926822";"nested data";"930605120";
"519";"Северный административный округ";"Май";"2019";"1805812716";"nested data";"930605159";
"520";"Северо-Восточный административный округ";"Май";"2019";"2044923097";"nested data";"930605184";
"521";"Восточный административный округ";"Май";"2019";"2235784759";"nested data";"930605214";
"522";"Юго-Восточный административный округ";"Май";"2019";"2117218679";"nested data";"930605294";
"523";"Южный административный округ";"Май";"2019";"2354273339";"nested data";"930605334";
"524";"Юго-Западный административный округ";"Май";"2019";"2191790831";"nested data";"930605366";
"525";"Западный административный округ";"Май";"2019";"1795285269";"nested data";"930605391";
"526";"Северо-Западный административный округ";"Май";"2019";"1302288019";"nested data";"930605418";
"527";"Зеленоградский административный округ";"Май";"2019";"417757800";"nested data";"930605449";
"528";"Новомосковский административный округ";"Май";"2019";"252934228";"nested data";"930605476";
"529";"Троицкий административный округ";"Май";"2019";"100455200";"nested data";"930605496";
"530";"Центральный административный округ";"Июль";"2019";"1294459975";"nested data";"1006305717";
"531";"Северный административный округ";"Июль";"2019";"1716048279";"nested data";"1006305892";
"532";"Северо-Восточный административный округ";"Июль";"2019";"1972089268";"nested data";"1006306051";
"533";"Восточный административный округ";"Июль";"2019";"2157867842";"nested data";"1006306194";
"534";"Юго-Восточный административный округ";"Июль";"2019";"2035206955";"nested data";"1006306364";
"535";"Южный административный округ";"Июль";"2019";"2267800329";"nested data";"1006306834";
"536";"Юго-Западный административный округ";"Июль";"2019";"2125961522";"nested data";"1006308377";
"537";"Западный административный округ";"Июль";"2019";"1745763921";"nested data";"1006308538";
"538";"Северо-Западный административный округ";"Июль";"2019";"1253602160";"nested data";"1006308792";
"539";"Зеленоградский административный округ";"Июль";"2019";"397835755";"nested data";"1006308947";
"540";"Новомосковский административный округ";"Июль";"2019";"231485689";"nested data";"1006309078";
"541";"Троицкий административный округ";"Июль";"2019";"78519533";"nested data";"1006309194";
"542";"Центральный административный округ";"Июнь";"2019";"1310177657";"nested data";"1006475393";
"543";"Северный административный округ";"Июнь";"2019";"1761893824";"nested data";"1006475473";
"544";"Северо-Восточный административный округ";"Июнь";"2019";"2005771773";"nested data";"1006475528";
"545";"Восточный административный округ";"Июнь";"2019";"2213563075";"nested data";"1006475602";
"546";"Юго-Восточный административный округ";"Июнь";"2019";"2074596160";"nested data";"1006475665";
"547";"Южный административный округ";"Июнь";"2019";"2313369841";"nested data";"1006475745";
"548";"Юго-Западный административный округ";"Июнь";"2019";"2159611863";"nested data";"1006476007";
"549";"Западный административный округ";"Июнь";"2019";"1774546107";"nested data";"1006476231";
"550";"Северо-Западный административный округ";"Июнь";"2019";"1271446352";"nested data";"1006476476";
"551";"Зеленоградский административный округ";"Июнь";"2019";"406789035";"nested data";"1006476688";
"552";"Новомосковский административный округ";"Июнь";"2019";"244658344";"nested data";"1006476867";
"553";"Троицкий административный округ";"Июнь";"2019";"76256147";"nested data";"1006477057";
"554";"Центральный административный округ";"Август";"2019";"1289896855";"nested data";"1023571758";
"555";"Северный административный округ";"Август";"2019";"1749541888";"nested data";"1023571790";
"556";"Северо-Восточный административный округ";"Август";"2019";"198436486";"nested data";"1023571834";
"557";"Восточный административный округ";"Август";"2019";"2155967558";"nested data";"1023571850";
"558";"Юго-Восточный административный округ";"Август";"2019";"2036564103";"nested data";"1023571874";
"559";"Южный административный округ";"Август";"2019";"2256198383";"nested data";"1023571885";
"560";"Юго-Западный административный округ";"Август";"2019";"2131349972";"nested data";"1023571910";
"561";"Западный административный округ";"Август";"2019";"1763738561";"nested data";"1023571911";
"562";"Северо-Западный административный округ";"Август";"2019";"1259897801";"nested data";"1023571912";
"563";"Зеленоградский административный округ";"Август";"2019";"401655185";"nested data";"1023571918";
"564";"Новомосковский административный округ";"Август";"2019";"227875723";"nested data";"1023571919";
"565";"Троицкий административный округ";"Август";"2019";"75983796";"nested data";"1023571924";
"566";"Центральный административный округ";"Сентябрь";"2019";"130597783";"nested data";"1023596582";
"567";"Северный административный округ";"Сентябрь";"2019";"1734256067";"nested data";"1023596620";
"568";"Северо-Восточный административный округ";"Сентябрь";"2019";"1972009429";"nested data";"1023596663";
"569";"Восточный административный округ";"Сентябрь";"2019";"2157104050";"nested data";"1023596710";
"570";"Юго-Восточный административный округ";"Сентябрь";"2019";"2040681876";"nested data";"1023596753";
"571";"Южный административный округ";"Сентябрь";"2019";"2267308795";"nested data";"1023596789";
"572";"Юго-Западный административный округ";"Сентябрь";"2019";"2144334457";"nested data";"1023596828";
"573";"Западный административный округ";"Сентябрь";"2019";"1755935919";"nested data";"1023596868";
"574";"Северо-Западный административный округ";"Сентябрь";"2019";"1257019398";"nested data";"1023596906";
"575";"Зеленоградский административный округ";"Сентябрь";"2019";"403394940";"nested data";"1023596943";
"576";"Новомосковский административный округ";"Сентябрь";"2019";"238719607";"nested data";"1023596973";
"577";"Троицкий административный округ";"Сентябрь";"2019";"77307377";"nested data";"1023596997";
"578";"Центральный административный округ";"Октябрь";"2019";"1322195308";"nested data";"1023597034";
"579";"Северный административный округ";"Октябрь";"2019";"1760944558";"nested data";"1023597078";
"580";"Северо-Восточный административный округ";"Октябрь";"2019";"2014797258";"nested data";"1023597110";
"581";"Восточный административный округ";"Октябрь";"2019";"2195110158";"nested data";"1023597144";
"582";"Юго-Восточный административный округ";"Октябрь";"2019";"2019372403";"nested data";"1023597179";
"583";"Южный административный округ";"Октябрь";"2019";"2297168463";"nested data";"1023597215";
"584";"Юго-Западный административный округ";"Октябрь";"2019";"2163558275";"nested data";"1023598116";
"585";"Западный административный округ";"Октябрь";"2019";"1790740193";"nested data";"1023598152";
"586";"Северо-Западный административный округ";"Октябрь";"2019";"1282234427";"nested data";"1023598195";
"587";"Зеленоградский административный округ";"Октябрь";"2019";"416451800";"nested data";"1023598231";
"588";"Новомосковский административный округ";"Октябрь";"2019";"250148365";"nested data";"1023598250";
"589";"Троицкий административный округ";"Октябрь";"2019";"83026568";"nested data";"1023598263";
"590";"Центральный административный округ";"Ноябрь";"2019";"1338087340";"nested data";"1023598321";
"591";"Северный административный округ";"Ноябрь";"2019";"193736403";"nested data";"1023598398";
"592";"Северо-Восточный административный округ";"Ноябрь";"2019";"2041011751";"nested data";"1023598442";
"593";"Восточный административный округ";"Ноябрь";"2019";"2214469628";"nested data";"1023600694";
"594";"Юго-Восточный административный округ";"Ноябрь";"2019";"2150502692";"nested data";"1023600727";
"595";"Южный административный округ";"Ноябрь";"2019";"2353793473";"nested data";"1023600782";
"596";"Юго-Западный административный округ";"Ноябрь";"2019";"2191163805";"nested data";"1023600904";
"597";"Западный административный округ";"Ноябрь";"2019";"1812193787";"nested data";"1023600948";
"598";"Северо-Западный административный округ";"Ноябрь";"2019";"1307911700";"nested data";"1023600972";
"599";"Зеленоградский административный округ";"Ноябрь";"2019";"423167346";"nested data";"1023601003";
"600";"Новомосковский административный округ";"Ноябрь";"2019";"268111158";"nested data";"1023601031";
"601";"Троицкий административный округ";"Ноябрь";"2019";"95942143";"nested data";"1023601066";
"602";"Центральный административный округ";"Декабрь";"2019";"1346013423.63";"nested data";"1146138315";
"603";"Северный административный округ";"Декабрь";"2019";"1809773361.64";"nested data";"1146138319";
"604";"Северо-Восточный административный округ";"Декабрь";"2019";"2076860225.92";"nested data";"1146138321";
"605";"Восточный административный округ";"Декабрь";"2019";"2250554931.12";"nested data";"1146138322";
"606";"Юго-Восточный административный округ";"Декабрь";"2019";"2151806586.58";"nested data";"1146138328";
"607";"Южный административный округ";"Декабрь";"2019";"2389751560.99";"nested data";"1146138334";
"608";"Юго-Западный административный округ";"Декабрь";"2019";"2219153100.52";"nested data";"1146138336";
"609";"Западный административный округ";"Декабрь";"2019";"1846407604.59";"nested data";"1146138348";
"610";"Северо-Западный административный округ";"Декабрь";"2019";"1318223040.65";"nested data";"1146138350";
"611";"Зеленоградский административный округ";"Декабрь";"2019";"426234789.57";"nested data";"1146138353";
"612";"Новомосковский административный округ";"Декабрь";"2019";"280828741.72";"nested data";"1146138354";
"613";"Троицкий административный округ";"Декабрь";"2019";"107746118.59";"nested data";"1146138357";
"614";"Центральный административный округ";"Январь";"2020";"1387503641.27";"nested data";"1146138450";
"615";"Северный административный округ";"Январь";"2020";"1848295002.87";"nested data";"1146138451";
"616";"Северо-Восточный административный округ";"Январь";"2020";"2129861412.88";"nested data";"1146138456";
"617";"Восточный административный округ";"Январь";"2020";"2305718266.93";"nested data";"1146138457";
"618";"Юго-Восточный административный округ";"Январь";"2020";"2218533115.28";"nested data";"1146138458";
"619";"Южный административный округ";"Январь";"2020";"2419597385.6";"nested data";"1146138501";
"620";"Юго-Западный административный округ";"Январь";"2020";"2289362813.64";"nested data";"1146138502";
"621";"Западный административный округ";"Январь";"2020";"1896016343.11";"nested data";"1146138503";
"622";"Северо-Западный административный округ";"Январь";"2020";"1345512939.15";"nested data";"1146138504";
"623";"Зеленоградский административный округ";"Январь";"2020";"437988266.22";"nested data";"1146138506";
"624";"Новомосковский административный округ";"Январь";"2020";"289681812.22";"nested data";"1146138507";
"625";"Троицкий административный округ";"Январь";"2020";"101832849.83";"nested data";"1146138508";
"626";"Центральный административный округ";"Февраль";"2020";"1342359782.32";"nested data";"1146138528";
"627";"Северный административный округ";"Февраль";"2020";"1819101388.27";"nested data";"1146138529";
"628";"Северо-Восточный административный округ";"Февраль";"2020";"2074718854.69";"nested data";"1146138568";
"629";"Восточный административный округ";"Февраль";"2020";"2236833143.23";"nested data";"1146138585";
"630";"Юго-Восточный административный округ";"Февраль";"2020";"2165986778.05";"nested data";"1146138591";
"631";"Южный административный округ";"Февраль";"2020";"2377050764.41";"nested data";"1146138592";
"632";"Юго-Западный административный округ";"Февраль";"2020";"2242368376.34";"nested data";"1146138593";
"633";"Западный административный округ";"Февраль";"2020";"1835439143.1";"nested data";"1146138594";
"634";"Северо-Западный административный округ";"Февраль";"2020";"1295478415.22";"nested data";"1146138643";
"635";"Зеленоградский административный округ";"Февраль";"2020";"429192609.98";"nested data";"1146138644";
"636";"Новомосковский административный округ";"Февраль";"2020";"289169687.53";"nested data";"1146138645";
"637";"Троицкий административный округ";"Февраль";"2020";"101423523.16";"nested data";"1146138646";
"638";"Центральный административный округ";"Март";"2020";"1354303732.14";"nested data";"1146138647";
"639";"Северный административный округ";"Март";"2020";"1900936680.61";"nested data";"1146138648";
"640";"Северо-Восточный административный округ";"Март";"2020";"2109654667.05";"nested data";"1146138649";
"641";"Восточный административный округ";"Март";"2020";"2245578097.94";"nested data";"1146138669";
"642";"Юго-Восточный административный округ";"Март";"2020";"2186318889.4";"nested data";"1146138670";
"643";"Южный административный округ";"Март";"2020";"2420188131.28";"nested data";"1146138671";
"644";"Юго-Западный административный округ";"Март";"2020";"2251885976.02";"nested data";"1146138672";
"645";"Западный административный округ";"Март";"2020";"1850840963.06";"nested data";"1146138673";
"646";"Северо-Западный административный округ";"Март";"2020";"1317605111.55";"nested data";"1146138674";
"647";"Зеленоградский административный округ";"Март";"2020";"432097436.5";"nested data";"1146138675";
"648";"Новомосковский административный округ";"Март";"2020";"283279484.1";"nested data";"1146138676";
"649";"Троицкий административный округ";"Март";"2020";"101914420.19";"nested data";"1146138677";
"650";"Центральный административный округ";"Апрель";"2020";"1128903692.78";"nested data";"1146138768";
"651";"Северный административный округ";"Апрель";"2020";"1576307621.41";"nested data";"1146138769";
"652";"Северо-Восточный административный округ";"Апрель";"2020";"1790663718.09";"nested data";"1146138770";
"653";"Восточный административный округ";"Апрель";"2020";"1963232217.06";"nested data";"1146138771";
"654";"Юго-Восточный административный округ";"Апрель";"2020";"1893170885.45";"nested data";"1146138774";
"655";"Южный административный округ";"Апрель";"2020";"2043421752.59";"nested data";"1146138823";
"656";"Юго-Западный административный округ";"Апрель";"2020";"1908984359.02";"nested data";"1146138870";
"657";"Западный административный округ";"Апрель";"2020";"1538913964.5";"nested data";"1146138926";
"658";"Северо-Западный административный округ";"Апрель";"2020";"1113804635.58";"nested data";"1146138986";
"659";"Зеленоградский административный округ";"Апрель";"2020";"368882357.72";"nested data";"1146139022";
"660";"Новомосковский административный округ";"Апрель";"2020";"135755148.06";"nested data";"1146139121";
"661";"Троицкий административный округ";"Апрель";"2020";"68657427.18";"nested data";"1146139261";
"662";"Центральный административный округ";"Май";"2020";"1128787326.7";"nested data";"1146139521";
"663";"Северный административный округ";"Май";"2020";"1596512846.68";"nested data";"1146139598";
"664";"Северо-Восточный административный округ";"Май";"2020";"1802707948.31";"nested data";"1146139692";
"665";"Восточный административный округ";"Май";"2020";"1969665525.21";"nested data";"1146139885";
"666";"Юго-Восточный административный округ";"Май";"2020";"1896833627.64";"nested data";"1146139998";
"667";"Южный административный округ";"Май";"2020";"2049140535.35";"nested data";"1146139999";
"668";"Юго-Западный административный округ";"Май";"2020";"1918177892.84";"nested data";"1146140002";
"669";"Западный административный округ";"Май";"2020";"1535232910.54";"nested data";"1146140005";
"670";"Северо-Западный административный округ";"Май";"2020";"1111031532.41";"nested data";"1146140016";
"671";"Зеленоградский административный округ";"Май";"2020";"374475514.42";"nested data";"1146140094";
"672";"Новомосковский административный округ";"Май";"2020";"133831301.83";"nested data";"1146140164";
"673";"Троицкий административный округ";"Май";"2020";"64887762.94";"nested data";"1146140256";
"674";"Центральный административный округ";"Июнь";"2020";"1112187632.66";"nested data";"1146140400";
"675";"Северный административный округ";"Июнь";"2020";"1555658889.85";"nested data";"1146140414";
"676";"Северо-Восточный административный округ";"Июнь";"2020";"1765921742.61";"nested data";"1146140416";
"677";"Восточный административный округ";"Июнь";"2020";"1929408162.53";"nested data";"1146140419";
"678";"Юго-Восточный административный округ";"Июнь";"2020";"1861367048.21";"nested data";"1146140520";
"679";"Южный административный округ";"Июнь";"2020";"2000696723.76";"nested data";"1146140542";
"680";"Юго-Западный административный округ";"Июнь";"2020";"1901232068.84";"nested data";"1146140552";
"681";"Западный административный округ";"Июнь";"2020";"1513901169.92";"nested data";"1146140553";
"682";"Северо-Западный административный округ";"Июнь";"2020";"1092772963.21";"nested data";"1146140554";
"683";"Зеленоградский административный округ";"Июнь";"2020";"367747679.49";"nested data";"1146140567";
"684";"Новомосковский административный округ";"Июнь";"2020";"118593745.55";"nested data";"1146140569";
"685";"Троицкий административный округ";"Июнь";"2020";"50273187.73";"nested data";"1146140570";
"686";"Центральный административный округ";"Июль";"2020";"1361095963.83";"nested data";"1146140678";
"687";"Северный административный округ";"Июль";"2020";"1829989725.33";"nested data";"1146140679";
"688";"Северо-Восточный административный округ";"Июль";"2020";"2076979848.24";"nested data";"1146140699";
"689";"Восточный административный округ";"Июль";"2020";"2202025484.78";"nested data";"1146140700";
"690";"Юго-Восточный административный округ";"Июль";"2020";"2169794217.32";"nested data";"1146140702";
"691";"Южный административный округ";"Июль";"2020";"2365022001.75";"nested data";"1146140727";
"692";"Юго-Западный административный округ";"Июль";"2020";"2253156059.37";"nested data";"1146140728";
"693";"Западный административный округ";"Июль";"2020";"1832475668.33";"nested data";"1146140729";
"694";"Северо-Западный административный округ";"Июль";"2020";"1292074025.8";"nested data";"1146140730";
"695";"Зеленоградский административный округ";"Июль";"2020";"433396382.01";"nested data";"1146146346";
"696";"Новомосковский административный округ";"Июль";"2020";"254303714.44";"nested data";"1146146353";
"697";"Троицкий административный округ";"Июль";"2020";"78625381.07";"nested data";"1146146361";
"698";"Центральный административный округ";"Август";"2020";"1348579151";"nested data";"1146146681";
"699";"Северный административный округ";"Август";"2020";"1810646360.92";"nested data";"1146146825";
"700";"Восточный административный округ";"Август";"2020";"2194882279.51";"nested data";"1146146957";
"701";"Юго-Восточный административный округ";"Август";"2020";"2130260416.54";"nested data";"1146147080";
"702";"Южный административный округ";"Август";"2020";"2323337352.47";"nested data";"1146147172";
"703";"Юго-Западный административный округ";"Август";"2020";"2199647885.8";"nested data";"1146147226";
"704";"Западный административный округ";"Август";"2020";"1803729359.23";"nested data";"1146147250";
"705";"Северо-Западный административный округ";"Август";"2020";"1281790286.19";"nested data";"1146147281";
"706";"Зеленоградский административный округ";"Август";"2020";"424083475.43";"nested data";"1146147304";
"707";"Новомосковский административный округ";"Август";"2020";"252406343.49";"nested data";"1146147324";
"708";"Троицкий административный округ";"Август";"2020";"78997665.07";"nested data";"1146147339";
"709";"Центральный административный округ";"Сентябрь";"2020";"1339981091.29";"nested data";"1146147488";
"710";"Северный административный округ";"Сентябрь";"2020";"1780222190.06";"nested data";"1146147522";
"711";"Северо-Восточный административный округ";"Сентябрь";"2020";"2014993175.47";"nested data";"1146147541";
"712";"Восточный административный округ";"Сентябрь";"2020";"2177997158.45";"nested data";"1146147573";
"713";"Юго-Восточный административный округ";"Сентябрь";"2020";"2112607212.78";"nested data";"1146147616";
"714";"Южный административный округ";"Сентябрь";"2020";"2321387051.15";"nested data";"1146147636";
"715";"Юго-Западный административный округ";"Сентябрь";"2020";"2176708727.44";"nested data";"1146147654";
"716";"Западный административный округ";"Сентябрь";"2020";"1818384128.14";"nested data";"1146147672";
"717";"Северо-Западный административный округ";"Сентябрь";"2020";"1271589889.92";"nested data";"1146147769";
"718";"Зеленоградский административный округ";"Сентябрь";"2020";"418818829.39";"nested data";"1146147790";
"719";"Новомосковский административный округ";"Сентябрь";"2020";"267079816.9";"nested data";"1146147804";
"720";"Троицкий административный округ";"Сентябрь";"2020";"79767361.68";"nested data";"1146147818";
"721";"Центральный административный округ";"Октябрь";"2020";"1351154922.05";"nested data";"1146147965";
"722";"Северный административный округ";"Октябрь";"2020";"1822446050.42";"nested data";"1146148015";
"723";"Северо-Восточный административный округ";"Октябрь";"2020";"2061097178.76";"nested data";"1146148374";
"724";"Восточный административный округ";"Октябрь";"2020";"2218228275.89";"nested data";"1146148466";
"725";"Юго-Восточный административный округ";"Октябрь";"2020";"2147210354.72";"nested data";"1146148508";
"726";"Южный административный округ";"Октябрь";"2020";"2355396375.36";"nested data";"1146148562";
"727";"Юго-Западный административный округ";"Октябрь";"2020";"2215897451.59";"nested data";"1146148605";
"728";"Западный административный округ";"Октябрь";"2020";"1849491779.17";"nested data";"1146148762";
"729";"Северо-Западный административный округ";"Октябрь";"2020";"1294292548.63";"nested data";"1146148807";
